id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_usaha,jumlah_usaha,satuan,tahun
361,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BPW,26,UNIT,2018
362,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,CBPW,13,UNIT,2018
363,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,APW,1,UNIT,2018
364,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BPW,3,UNIT,2018
365,32,JAWA BARAT,3215,KABUPATEN KARAWANG,CBPW,2,UNIT,2018
366,32,JAWA BARAT,3215,KABUPATEN KARAWANG,APW,28,UNIT,2018
367,32,JAWA BARAT,3216,KABUPATEN BEKASI,BPW,0,UNIT,2018
368,32,JAWA BARAT,3216,KABUPATEN BEKASI,CBPW,0,UNIT,2018
369,32,JAWA BARAT,3216,KABUPATEN BEKASI,APW,0,UNIT,2018
370,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BPW,25,UNIT,2018
371,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,CBPW,0,UNIT,2018
372,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,APW,0,UNIT,2018
373,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BPW,0,UNIT,2018
374,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,CBPW,0,UNIT,2018
375,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,APW,0,UNIT,2018
376,32,JAWA BARAT,3271,KOTA BOGOR,BPW,36,UNIT,2018
377,32,JAWA BARAT,3271,KOTA BOGOR,CBPW,0,UNIT,2018
378,32,JAWA BARAT,3271,KOTA BOGOR,APW,1,UNIT,2018
379,32,JAWA BARAT,3272,KOTA SUKABUMI,BPW,0,UNIT,2018
380,32,JAWA BARAT,3272,KOTA SUKABUMI,CBPW,0,UNIT,2018
381,32,JAWA BARAT,3272,KOTA SUKABUMI,APW,0,UNIT,2018
382,32,JAWA BARAT,3273,KOTA BANDUNG,BPW,217,UNIT,2018
383,32,JAWA BARAT,3273,KOTA BANDUNG,CBPW,16,UNIT,2018
384,32,JAWA BARAT,3273,KOTA BANDUNG,APW,17,UNIT,2018
385,32,JAWA BARAT,3274,KOTA CIREBON,BPW,29,UNIT,2018
386,32,JAWA BARAT,3274,KOTA CIREBON,CBPW,0,UNIT,2018
387,32,JAWA BARAT,3274,KOTA CIREBON,APW,0,UNIT,2018
388,32,JAWA BARAT,3275,KOTA BEKASI,BPW,125,UNIT,2018
389,32,JAWA BARAT,3275,KOTA BEKASI,CBPW,0,UNIT,2018
390,32,JAWA BARAT,3275,KOTA BEKASI,APW,11,UNIT,2018
391,32,JAWA BARAT,3276,KOTA DEPOK,BPW,0,UNIT,2018
392,32,JAWA BARAT,3276,KOTA DEPOK,CBPW,0,UNIT,2018
393,32,JAWA BARAT,3276,KOTA DEPOK,APW,0,UNIT,2018
394,32,JAWA BARAT,3277,KOTA CIMAHI,BPW,3,UNIT,2018
395,32,JAWA BARAT,3277,KOTA CIMAHI,CBPW,0,UNIT,2018
396,32,JAWA BARAT,3277,KOTA CIMAHI,APW,2,UNIT,2018
397,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BPW,9,UNIT,2018
398,32,JAWA BARAT,3278,KOTA TASIKMALAYA,CBPW,0,UNIT,2018
399,32,JAWA BARAT,3278,KOTA TASIKMALAYA,APW,2,UNIT,2018
400,32,JAWA BARAT,3279,KOTA BANJAR,BPW,0,UNIT,2018
401,32,JAWA BARAT,3279,KOTA BANJAR,CBPW,0,UNIT,2018
402,32,JAWA BARAT,3279,KOTA BANJAR,APW,0,UNIT,2018
403,32,JAWA BARAT,3201,KABUPATEN BOGOR,BPW,14,UNIT,2019
404,32,JAWA BARAT,3201,KABUPATEN BOGOR,CBPW,0,UNIT,2019
405,32,JAWA BARAT,3201,KABUPATEN BOGOR,APW,13,UNIT,2019
406,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BPW,4,UNIT,2019
407,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,CBPW,0,UNIT,2019
408,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,APW,4,UNIT,2019
409,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BPW,35,UNIT,2019
410,32,JAWA BARAT,3203,KABUPATEN CIANJUR,CBPW,0,UNIT,2019
411,32,JAWA BARAT,3203,KABUPATEN CIANJUR,APW,0,UNIT,2019
412,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BPW,25,UNIT,2019
413,32,JAWA BARAT,3204,KABUPATEN BANDUNG,CBPW,4,UNIT,2019
414,32,JAWA BARAT,3204,KABUPATEN BANDUNG,APW,0,UNIT,2019
415,32,JAWA BARAT,3205,KABUPATEN GARUT,BPW,15,UNIT,2019
416,32,JAWA BARAT,3205,KABUPATEN GARUT,CBPW,2,UNIT,2019
417,32,JAWA BARAT,3205,KABUPATEN GARUT,APW,0,UNIT,2019
418,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BPW,9,UNIT,2019
419,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,CBPW,0,UNIT,2019
420,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,APW,2,UNIT,2019
421,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BPW,3,UNIT,2019
422,32,JAWA BARAT,3207,KABUPATEN CIAMIS,CBPW,0,UNIT,2019
423,32,JAWA BARAT,3207,KABUPATEN CIAMIS,APW,0,UNIT,2019
424,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BPW,5,UNIT,2019
425,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,CBPW,0,UNIT,2019
426,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,APW,0,UNIT,2019
427,32,JAWA BARAT,3209,KABUPATEN CIREBON,BPW,16,UNIT,2019
428,32,JAWA BARAT,3209,KABUPATEN CIREBON,CBPW,0,UNIT,2019
429,32,JAWA BARAT,3209,KABUPATEN CIREBON,APW,0,UNIT,2019
430,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BPW,0,UNIT,2019
431,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,CBPW,2,UNIT,2019
432,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,APW,9,UNIT,2019
433,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BPW,0,UNIT,2019
434,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,CBPW,0,UNIT,2019
435,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,APW,0,UNIT,2019
436,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BPW,0,UNIT,2019
437,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,CBPW,0,UNIT,2019
438,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,APW,0,UNIT,2019
439,32,JAWA BARAT,3213,KABUPATEN SUBANG,BPW,18,UNIT,2019
440,32,JAWA BARAT,3213,KABUPATEN SUBANG,CBPW,0,UNIT,2019
441,32,JAWA BARAT,3213,KABUPATEN SUBANG,APW,0,UNIT,2019
442,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BPW,26,UNIT,2019
443,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,CBPW,13,UNIT,2019
444,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,APW,1,UNIT,2019
445,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BPW,0,UNIT,2019
446,32,JAWA BARAT,3215,KABUPATEN KARAWANG,CBPW,0,UNIT,2019
447,32,JAWA BARAT,3215,KABUPATEN KARAWANG,APW,30,UNIT,2019
448,32,JAWA BARAT,3216,KABUPATEN BEKASI,BPW,16,UNIT,2019
449,32,JAWA BARAT,3216,KABUPATEN BEKASI,CBPW,0,UNIT,2019
450,32,JAWA BARAT,3216,KABUPATEN BEKASI,APW,1,UNIT,2019
451,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BPW,25,UNIT,2019
452,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,CBPW,0,UNIT,2019
453,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,APW,0,UNIT,2019
454,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BPW,27,UNIT,2019
455,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,CBPW,18,UNIT,2019
456,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,APW,10,UNIT,2019
457,32,JAWA BARAT,3271,KOTA BOGOR,BPW,36,UNIT,2019
458,32,JAWA BARAT,3271,KOTA BOGOR,CBPW,0,UNIT,2019
459,32,JAWA BARAT,3271,KOTA BOGOR,APW,1,UNIT,2019
460,32,JAWA BARAT,3272,KOTA SUKABUMI,BPW,0,UNIT,2019
461,32,JAWA BARAT,3272,KOTA SUKABUMI,CBPW,0,UNIT,2019
462,32,JAWA BARAT,3272,KOTA SUKABUMI,APW,0,UNIT,2019
463,32,JAWA BARAT,3273,KOTA BANDUNG,BPW,220,UNIT,2019
464,32,JAWA BARAT,3273,KOTA BANDUNG,CBPW,20,UNIT,2019
465,32,JAWA BARAT,3273,KOTA BANDUNG,APW,23,UNIT,2019
466,32,JAWA BARAT,3274,KOTA CIREBON,BPW,29,UNIT,2019
467,32,JAWA BARAT,3274,KOTA CIREBON,CBPW,0,UNIT,2019
468,32,JAWA BARAT,3274,KOTA CIREBON,APW,0,UNIT,2019
469,32,JAWA BARAT,3275,KOTA BEKASI,BPW,125,UNIT,2019
470,32,JAWA BARAT,3275,KOTA BEKASI,CBPW,0,UNIT,2019
471,32,JAWA BARAT,3275,KOTA BEKASI,APW,11,UNIT,2019
472,32,JAWA BARAT,3276,KOTA DEPOK,BPW,0,UNIT,2019
473,32,JAWA BARAT,3276,KOTA DEPOK,CBPW,0,UNIT,2019
474,32,JAWA BARAT,3276,KOTA DEPOK,APW,0,UNIT,2019
475,32,JAWA BARAT,3277,KOTA CIMAHI,BPW,0,UNIT,2019
476,32,JAWA BARAT,3277,KOTA CIMAHI,CBPW,0,UNIT,2019
477,32,JAWA BARAT,3277,KOTA CIMAHI,APW,0,UNIT,2019
478,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BPW,0,UNIT,2019
479,32,JAWA BARAT,3278,KOTA TASIKMALAYA,CBPW,0,UNIT,2019
480,32,JAWA BARAT,3278,KOTA TASIKMALAYA,APW,0,UNIT,2019
481,32,JAWA BARAT,3279,KOTA BANJAR,BPW,9,UNIT,2019
482,32,JAWA BARAT,3279,KOTA BANJAR,CBPW,0,UNIT,2019
483,32,JAWA BARAT,3279,KOTA BANJAR,APW,0,UNIT,2019
484,32,JAWA BARAT,3201,KABUPATEN BOGOR,BPW,14,UNIT,2020
485,32,JAWA BARAT,3201,KABUPATEN BOGOR,CBPW,0,UNIT,2020
486,32,JAWA BARAT,3201,KABUPATEN BOGOR,APW,13,UNIT,2020
487,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BPW,4,UNIT,2020
488,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,CBPW,0,UNIT,2020
489,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,APW,4,UNIT,2020
490,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BPW,60,UNIT,2020
491,32,JAWA BARAT,3203,KABUPATEN CIANJUR,CBPW,0,UNIT,2020
492,32,JAWA BARAT,3203,KABUPATEN CIANJUR,APW,0,UNIT,2020
493,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BPW,25,UNIT,2020
494,32,JAWA BARAT,3204,KABUPATEN BANDUNG,CBPW,0,UNIT,2020
495,32,JAWA BARAT,3204,KABUPATEN BANDUNG,APW,0,UNIT,2020
496,32,JAWA BARAT,3205,KABUPATEN GARUT,BPW,15,UNIT,2020
497,32,JAWA BARAT,3205,KABUPATEN GARUT,CBPW,2,UNIT,2020
498,32,JAWA BARAT,3205,KABUPATEN GARUT,APW,0,UNIT,2020
499,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BPW,10,UNIT,2020
500,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,CBPW,0,UNIT,2020
501,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,APW,2,UNIT,2020
502,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BPW,3,UNIT,2020
503,32,JAWA BARAT,3207,KABUPATEN CIAMIS,CBPW,0,UNIT,2020
504,32,JAWA BARAT,3207,KABUPATEN CIAMIS,APW,0,UNIT,2020
505,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BPW,5,UNIT,2020
506,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,CBPW,0,UNIT,2020
507,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,APW,0,UNIT,2020
508,32,JAWA BARAT,3209,KABUPATEN CIREBON,BPW,18,UNIT,2020
509,32,JAWA BARAT,3209,KABUPATEN CIREBON,CBPW,0,UNIT,2020
510,32,JAWA BARAT,3209,KABUPATEN CIREBON,APW,0,UNIT,2020
511,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BPW,0,UNIT,2020
512,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,CBPW,2,UNIT,2020
513,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,APW,9,UNIT,2020
514,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BPW,16,UNIT,2020
515,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,CBPW,0,UNIT,2020
516,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,APW,0,UNIT,2020
517,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BPW,0,UNIT,2020
518,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,CBPW,0,UNIT,2020
519,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,APW,0,UNIT,2020
520,32,JAWA BARAT,3213,KABUPATEN SUBANG,BPW,18,UNIT,2020
521,32,JAWA BARAT,3213,KABUPATEN SUBANG,CBPW,0,UNIT,2020
522,32,JAWA BARAT,3213,KABUPATEN SUBANG,APW,0,UNIT,2020
523,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BPW,26,UNIT,2020
524,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,CBPW,13,UNIT,2020
525,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,APW,1,UNIT,2020
526,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BPW,0,UNIT,2020
527,32,JAWA BARAT,3215,KABUPATEN KARAWANG,CBPW,0,UNIT,2020
528,32,JAWA BARAT,3215,KABUPATEN KARAWANG,APW,30,UNIT,2020
529,32,JAWA BARAT,3216,KABUPATEN BEKASI,BPW,16,UNIT,2020
530,32,JAWA BARAT,3216,KABUPATEN BEKASI,CBPW,0,UNIT,2020
531,32,JAWA BARAT,3216,KABUPATEN BEKASI,APW,1,UNIT,2020
532,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BPW,25,UNIT,2020
533,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,CBPW,0,UNIT,2020
534,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,APW,0,UNIT,2020
535,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BPW,29,UNIT,2020
536,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,CBPW,0,UNIT,2020
537,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,APW,0,UNIT,2020
538,32,JAWA BARAT,3271,KOTA BOGOR,BPW,36,UNIT,2020
539,32,JAWA BARAT,3271,KOTA BOGOR,CBPW,0,UNIT,2020
540,32,JAWA BARAT,3271,KOTA BOGOR,APW,1,UNIT,2020
541,32,JAWA BARAT,3272,KOTA SUKABUMI,BPW,0,UNIT,2020
542,32,JAWA BARAT,3272,KOTA SUKABUMI,CBPW,0,UNIT,2020
543,32,JAWA BARAT,3272,KOTA SUKABUMI,APW,1,UNIT,2020
544,32,JAWA BARAT,3273,KOTA BANDUNG,BPW,226,UNIT,2020
545,32,JAWA BARAT,3273,KOTA BANDUNG,CBPW,20,UNIT,2020
546,32,JAWA BARAT,3273,KOTA BANDUNG,APW,23,UNIT,2020
547,32,JAWA BARAT,3274,KOTA CIREBON,BPW,29,UNIT,2020
548,32,JAWA BARAT,3274,KOTA CIREBON,CBPW,0,UNIT,2020
549,32,JAWA BARAT,3274,KOTA CIREBON,APW,0,UNIT,2020
550,32,JAWA BARAT,3275,KOTA BEKASI,BPW,138,UNIT,2020
551,32,JAWA BARAT,3275,KOTA BEKASI,CBPW,0,UNIT,2020
552,32,JAWA BARAT,3275,KOTA BEKASI,APW,15,UNIT,2020
553,32,JAWA BARAT,3276,KOTA DEPOK,BPW,0,UNIT,2020
554,32,JAWA BARAT,3276,KOTA DEPOK,CBPW,0,UNIT,2020
555,32,JAWA BARAT,3276,KOTA DEPOK,APW,0,UNIT,2020
556,32,JAWA BARAT,3277,KOTA CIMAHI,BPW,2,UNIT,2020
557,32,JAWA BARAT,3277,KOTA CIMAHI,CBPW,0,UNIT,2020
558,32,JAWA BARAT,3277,KOTA CIMAHI,APW,0,UNIT,2020
559,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BPW,0,UNIT,2020
560,32,JAWA BARAT,3278,KOTA TASIKMALAYA,CBPW,0,UNIT,2020
561,32,JAWA BARAT,3278,KOTA TASIKMALAYA,APW,0,UNIT,2020
562,32,JAWA BARAT,3279,KOTA BANJAR,BPW,9,UNIT,2020
563,32,JAWA BARAT,3279,KOTA BANJAR,CBPW,9,UNIT,2020
564,32,JAWA BARAT,3279,KOTA BANJAR,APW,9,UNIT,2020
